,id_tei,lcnaf_uri,organization_name,other_names,date_founded,date_dissolved,associated_places,org_type,bio_notes,data_notes,see_also,citations,notes
,mohawk,http://id.loc.gov/authorities/subjects/sh85086500,Mohawk indians,Canienga;Caughnawaga;Kaniakehaka;Mohaqu;Mohaux;Oka;Saint Regis;Conawaybrunas;Grand River Mohocks,,,,Indian group,"Also known as Canienga, Caughnawaga, Oka. “People of the Flint Place.”  They were the easternmost members of the Haudenosaunee (Iroquois) Confederacy. Most of their settled villages were located between the Schoharie and East Canada Creeks in the Mohawk Valley, with hunting territory stretching towards the Adirondacks and the eastern Susquehanna. In 1667 they founded the Kahnewake Village near Montreal, and roughly a century later founded Akwasasne (also known as St. Regis). They were part of the lesser-known Seven Nations Confederacy, a group of Huron, Abenaki, and Mohawk peoples who were first French and then English allies. Both Mohawk groups fought against the colonists in the Revolutionary War, after which most of their New York land was taken by the debt-ridden new government. Joseph Brant and John Desoronto led their dispossessed tribesmen into Canada, around Ontario, or on the Bay of Quinte, where they founded the Six Nations of the Grand River. Much controversy resulted from US treaties with both Mohawk groups, both of which contested the other's authority to cede New York lands. The Six Nation's Treaty of Canandaigua (1794) allowed them to own land in the United States and produced a small community back in Mohawk Valley named Canajoharie, while the Seven Nations signed a 1796 treaty that guaranteed the St. Regis reserve (Akwesasne) straddling the New York-Ontario border in exchange for New York land cessions.",,sxntns,Handbook of the North American Indians Northeast ; https://en.wikipedia.org/wiki/Mohawk_people ; https://en.wikipedia.org/wiki/Seven_Nations_of_Canada;Encyclopedia of the Haudenosaunee; https://en.wikipedia.org/wiki/Seven_Nations_of_Canada#cite_ref-ReferenceA_2-0; http://www.wampumchronicles.com/toomanychiefs7.html; https://en.wikipedia.org/wiki/Akwesasne,
,mohegan,http://id.loc.gov/authorities/subjects/sh85086506,Mohegan indians,Mohican (Conn.);River Indians (Conn.),,,,Indian group,"Also known as Mohican or River Indians. They were an Algonquian-speaking people historically based in southern Connecticut. Originally part of the Pequot Tribe, the Mohegan slowly detached themselves and ultimately fought as English allies in the 1637 Pequot War, from which they emerged one of the most powerful New England tribes (having absorbed the remaining Pequot). Their population steadily declined in 17th and 18th centuries, however, largely as a result of war and their frequent dealings with the colonists, and they were forced to surrender much of their land rights to pay back trading debts. By 1777, all Mohegan lands had been ceded to the government of Connecicut. Around 1773, their fellow tribesman and Presbyterian Minister Samson Occum converted about 300 Mohegan; but finding that this did not improve their landless situation in Connecticut, he led these “Brotherton Indians” to accept the Oneidan invitation to share land in upstate New York. The move was completed by 1788, but in 1834, the Brotherton, Oneida, and Stockbridge Indians all relocated to northern Wisconsin. ",,brotherton,https://en.wikipedia.org/wiki/Mohegan_people ; http://www.dickshovel.com/moh.html,
,monac,http://id.loc.gov/authorities/subjects/sh85086669,Monacan indians,Monahan,,,,Indian group,"Variants Monahan, Monagan, Monskane. A Siouan-speaking tribe whose historical territory comprised most of the Piedmont region and parts of the Blue Ridge Mountains bisecting the majority of modern day Virginia. Their construction of sacred earthen mounds for burial purposes is a distinguishing cultural feature. Since they were enemies of the Powhatan Confederacy and therefore the English, their historical record is relatively sparse. By 1755, some had moved slightly west to inhabit the areas now known as Amherst, Nelson, and Bedford, Virgnia, where accounts variously claimed they were either peacable or troublesome. In 1786 the town of Lynchburg was established, in which both White and Native American people lived. Between the years 1831 and 1833, William Johns (Mohegan? not sure) bought over 450 acres of the neighboring Bear Mountain area to serve as a private settlement for Indian families facing local prejudice. ",,,http://www.encyclopediavirginia.org/Monacan_Indian_Nation#start_entry ; http://www.monacannation.com/our-history.html,
,montaukind,,Montauk indians,,,,,Indian group,"Also known as Montaukett, Metoac, Matouwac. An Algonquian-speaking people originally from the eastern end of Long Island, New York, and related to the Pequot of southern New England. Be aware that the name is sometimes mistakenly used as a blanket term for all Long Island Indian tribes, which are in actuality far from cultural and linguistic homogeneity. The Montauk were thoroughly integrated into the European economic sphere by 1750 (if not earlier), in which they worked as whalers, farmers, craftsmen, and perhaps most significantly, wampum producers (wampum was an important fur-trading currency at this time). The Mohegan Presbyterian preacher Samson Occum worked among them in the years leading up to Revolutionary War,  after which some Montauk relocated to Oneida territory with the Mohegan, Pequot, and Narragansett tribes to found Brothertown in 1784. The Montauk intermarried with the various ethnic groups of Long Island, such as African slaves and White traders, which formed the basis of a unique 1910 court case denying their rights to sovereignty as a distinct people. ",,brotherton,https://en.wikipedia.org/wiki/Montaukett ; http://montaukett.org/?page_id=22,
,meetmoore,,Moorestown Friends meeting,,1718,,,Local meeting,"Moorestown Preparative Meeting was established in 1718 in New Jersey first under Haddonfield (Newton) Monthly Meeting, then from Evesham Monthly Meeting. It was a joint preparative meeting with Evesham until 1740. Moorestown Monthly Meeting was established 1804.",,pym,quakermeetings.com,
,moraind,http://id.loc.gov/authorities/subjects/sh85087226,Moravian indians,Christian Indians,,,,Indian group,"Sometimes known as Christian Munsee or under the more general name of Christian Indians, the Moravian Indians were a group of mostly Delaware Munsee converted by Moravian Church missionaries in the mid 18th century. In 1740 the Moravians missionized the Mahican village of Shekomeko in New York. Missionaries and converts abandoned the town in 1746 because of colonist difficulties, and temporarily relocated to Bethlehem, Pennsylvania, which had been founded in 1741 as a base for missionary activities among the Delaware. Refugees then traveled to found Gnaddenhutten, Pennsylvania in 1746. This was attacked and burned in 1755, the surviving Moravian Indians forced to relocate once again to Nain  and Wechquetank, Pennsylvania, or possibly Ontario. After the Seven Years War the Moravian Indians moved to Wyalusing Valley, where they founded a second Friedenshutten. Land disputes pressured them to relocate to Ohio Country. In 1772, missionaries founded Schoenbrunn, Lichtenau, and a second Gnaddenhutten along the Muskingum River in Ohio. These towns were prosperous until the Revolutionary War, during which residents of the later were massacred by a Pennsylvania militia in 1782. In 1792 most of the remaining Moravian Indians established Fairfield (also known as Moraviantown) along the Thames River in Ontario, which was burned in the War of 1812 and later rebuilt somewhat more south. ",,,"https://en.wikipedia.org/wiki/Christian_Munsee;http://bdhp.moravian.edu/community_records/christianindians/narrative.html;
http://nativeamericannetroots.net/diary/1459;
http://www.easterndelawarenations.org/people.html;
https://en.wikipedia.org/wiki/Gnadenhutten,_Ohio
",
,moravian,,Moravians,,,,,Religious group,"One of the oldest Protestant denominations. In 1722, members fled from their native Moravia to present-day Saxony, where they established the town of Herrnhut. After establishing several other towns along he same model, they quickly launched into missionary work. Particularly well-known for their mid 17th century work among the Mohican Shekomeko town in colonial New York and Lenape in Pennsylvania, where they founded the town of Bethlehem. About a decade later, established colonies in North Carolina, and at the turn of the century worked with the Cherokee. ",,,https://www.britannica.com/topic/Moravian-church ; https://en.wikipedia.org/wiki/Moravian_Church,
,meetmoth,,Motherkiln Friends meeting,,1788,,,Local meeting,Motherkiln Monthly Meeting was established in 1788 by Western Quarterly Meeting of Friends from a division of Duck Creek. Became part of Southern Quarterly Meeting of Friends when it was established in 1789.,,pym,"https://archive.org/details/aretrospectearl00michgoog p115
https://peninsularoots.com/tag/motherkiln/",
,mthomeet,,Mt. Holly Friends meeting,,1684,,,Local meeting,"Meeting for worship known as ""Northampton"" in Mount Holly was organized by Burlington Monthly Meeting in 1684. A preparative meeting was established sometime before 1762. In 1776 the name was changed to Mount Holly and a Monthly Meeting was established.",,pym,http://trilogy.brynmawr.edu/speccoll/mm/mounthpm.xml,
,muncym,,Muncy Friends meeting,,1796,,,Local meeting,"A preparative meeting was established at Muncy, Pennsylvania in 1796 under Catawissa Monthly Meeting. In 1799 the meeting was transferred to Muncy Monthly Meeting.",,pym,http://trilogy.brynmawr.edu/speccoll/mm/muncypm.xml,
,munseeind,http://id.loc.gov/authorities/subjects/sh85088508,Munsee indians,Monsey;Minsi;Monsey;Moonsee;Muncey;Muncie;Ontario Delaware,,,,Indian group,"The Munsee were the Wolf subtribe or clan of the larger Lenape tribe; considered the most warlike of the group, they often assumed leadership in war councils. The Munsee lived in the Minisink Valley with territory in New York, New Jersey, and Pennsylvania, and were among the earliest tribes exposed to European contact. The infamous Walking Purchase (1740) caused their temporary relocation to the Susquehanna region before eventual incorporation into the main Lenape Tribe on Ohio River.",,delaware,https://en.wikipedia.org/wiki/Munsee ; https://en.wikisource.org/wiki/The_Encyclopedia_Americana_(1920)/Munsee_Indians,
,meetnails,,Nailsworth Friends meeting,,,,,Local meeting,"Quakers began meeting at Naylsworth in Gloucestershire, England, about 1655. They built a meeting house there in about 1680.",,lym,,
,nanti,http://id.loc.gov/authorities/subjects/sh85089695,Nanticoke indians,Nanticock,,,,Indian group,"Autonym Nentego. An Algonquian-speaking people historically located in Chesapeake Bay and Delaware. Their first European contact was John Smith in 1608. In 1684, they reached an agreement with the British and settled on a reservation between the Chicacoan Creek and Nanticoke River in Maryland. To offset the ensuing tide of settlers, the Nanticoke purchased 3,000 acres of additional land in Somerset County, Maryland. After a failed attempt at uprising in 1742, some moved up to the Juniata River in Pennsylvania and joined the Piscataway Tribe. They sold the reservation in 1768. Having sided with the British in the Revolutionary War, many relocated to Fort Niagara and later Brandtford, Ontario after 1778 to escape American pressure. Others stayed at Buffalo River, New York, or chose to move with the Lenape to Oklahoma in 1867.",,,http://www.nanticokeindians.org/page/history ; https://en.wikipedia.org/wiki/Nanticoke_tribe ; see Handbook if need more details,
