done_or_not,id_tei,lcnaf_uri,last_name,first_name,middle_name,display_name,other_names,birth_date,death_date,birth_place,death_place,gender,affiliations,bio_notes,data_notes,citations,notes,PYM index,Possible Duplication or other correction needed
,fdeza1,,DeZang,Frederick Augustus,,Frederick Augustus DeZang,Frederick Augustus de Zeng,1756,1838,,,m,review,Major and Superintendant of canal.migrated from Saxony. Married daughter of Caleb Lawrence. Entertained Jacob Lindley and William Hartshorne (1793).,,https://en.wikipedia.org/wiki/Frederick_Augustus_de_Zeng,,,
,jdill1,,Dillingham,Joseph,,Joseph Dillingham,,,,,,m,review, Held note in accounts of NYYM (1811).,,,,,
,jdill2,,Dillingham,Joshua,,Joshua Dillingham,,,1828,,,m,friends;eastmeet;meetpemb,"Joshua Dillingham was a member of Easton Monthly Meeting and died in 1828 at the age of 85. He had been received there from Pembroke Meeting in 1793 with wife, Hannah, and eight children. Visited by Sarah Emlen (1825).",,,,,
,jdillon1,,Dillon,Josiah,,Josiah Dillon,,,,,,m,review,"Member of Ohio state senate from Belmont County, 1807-09. ",,http://politicalgraveyard.com/bio/dilas-dills.html#641.80.63,,,
,mdill1,,Dillon,Moses,,Moses Dillon,,,,,,m,friends;bymindian,"Member, Indian Committee of BYM. Appointed as part of a delegation to visit Indians northwest of the Ohio River in 1796.",,,,,
,gdill1,,Dillwyn,George,,George Dillwyn,,1738,1820,,burli,m,friends;meetburl,"Quaker minister. Son of John and Susanna Painter Dillwyn of Philadelphia. Married Sarah Hill in 1759. Moved to Burlington. Merchant interested in trade with North Carolina, the West Indies, and England. Travelled in the ministry to Europe (1793-1802). Died in Burlington.",,Drinker;DQB,,,
,mdinn1,,Dinney,Martin,,Martin Dinney,Martin Denney,,,,,m,sxntns,"Chief, signed Complaint of Indians to Bishop Hobart (1821). ""Christian Party"" of Oneida.",,https://books.google.com/books?id=uReLy9BjUDIC&pg=PA338&lpg=PA338&dq=Martin+Denney+oneida&source=bl&ots=tuSFFIodKm&sig=nvJwraO7rmrCz5eTALbF_4LBbtY&hl=en&sa=X&ved=0ahUKEwj48tWipsPLAhUCQT4KHX_WCnwQ6AEIHzAB#v=onepage&q=Martin%20Denney%20oneida&f=false,,,
,sdins1,,Dinsmoor,Silas,,Silas Dinsmoore,Silas Dinsmoor,1766,1847,,,m,usag,Agent to the Cherokees and to the Choctaw nation. Born in New Hampshire. Graduate of Dartmouth. Served on board naval vessel George Washington. ,,Drinker,,,
,idirm1,,Dirmiston,Isaac,,Isaac Denniston,Isaac Dirmiston,,,,,m,usag,Agent for Indian affairs. Wrote letter vouching for David Hill (1819).,,,,,
,wdison1,,Dison,William,,William Dison,,,,,,m,review,"Resided near Beesontown (Union) in 1808, lodged James Gillingham.",,,,,
,jdix1,,Dixon,,,James Dixon,,,,,,m,review,"Lived within 14 miles of the Allegany Mountains, where he fed William Allinson dinner in 1809.",,,,,
,wdix1,,Dixon,William,,William Dixon,,1741,1833,,,m,friends,"In 1788, William Dixon was received on certificate at Westland Monthly Meeting from New Garden. In 1798, Joel Swayne and Halliday Jackson parted company at Dixon's house near Sandy Hill. He served as an Elder at Redstone from 1800 until his death in 1833.",Birth date is approximate,http://www.quaker-chronicle.info/members.php?memberID=13,,,
,dpete1,,Doctor Peter,,,Doctor Peter,,,,,,m,review,Tuscarora Chief in1805.,,,,,
,jdodg1,,Dodgson,John,,John Dodgson,,,1834,,nycit,m,friends;meetkenda,Probably the John Dodgson who was received from Kendal Monthly Meeting in 1800. He died in New York in 1834 at the age of 54.,,,mentioned in NYYM accounts (1817),,
,idols,,Dolson,Isaac,,Isaac Dolson,,,,,,m,review,"Lived along river Latrench. The Dolsons, Fields and Chryslers all fled to Niagara, Ontario in 1782. They farmed at Fort Niagara, moving in 1784 to Detroit (then still British), Where Isaac's brother Matthew opened a tavern. Homesteaded near Raleigh (Chatham) Ontario ca.1786. All three families qualified as Loyalist on the 1789 U.E. lists, and all were given land grants near Raleigh. Isaac and Matthew Dolson had their farms occupied by the invading American army at the start of the War of 1812. ",,http://wc.rootsweb.ancestry.com/cgi-bin/igm.cgi?op=GET&db=macksat&id=I233,,,
,jdols1,,Dolson,John,,John Dolson,,1752,1836,,,m,review,"Soldier, Farmer, Inn Keeper at Mud Creek (Bath). John Dolson was born in 1752 in Newburgh, New York, and died April 08, 1836 in Battle Creek Michigan Territory.He married Catherine Hilman. Visited by Joshua Sharpless in 1797",,http://www.genealogy.com/ftm/b/r/a/Sara-Bratton/BOOK-0001/0005-0001.html,,,
,mdols,,Dolson,Matthew,,Matthew Dolson,,1748,1815,,,m,review,"Landlord in Detroit along east side of Detroit River. The Dolsons, Fields and Chrysler families all fled to Niagara, Ontario in 1782. They farmed at Fort Niagara, moving in 1784 to Detroit (then still British), Where Isaac's brother Matthew opened a tavern. Homesteaded near Raleigh (Chatham) Ontario ca.1786. All three families qualified as Loyalist on the 1789 U.E. lists, and all were given land grants near Raleigh. Isaac and Matthew Dolson had their farms occupied by the invading American army at the start of the War of 1812. ",,http://wc.rootsweb.ancestry.com/cgi-bin/igm.cgi?op=GET&db=macksat&id=I233,,,
,edonn1,,Donnell,Ed,,Ed Donnell,,,,,,m,brit,"Captain of 24th British regiment, mentioned by WH 1793.",,,,,
,sdown1,,Downing,Silas,,Silas Downing,,1747,1822,,,m,friends;nym,"Born in Westbury, New York, in 1747. Married Phebe Rushmore in 1777. Apppointed to committee of NYYM concerning use of spirits among Indians (1796). Died at Westbury in 1822.",,,,,
,jdoxs1,,Doxstader,Jacob,,Jacob Doxstader,,1762,1832,,,m,sxntns;oneida,"Jacob Doxtator died in 1832, aged about 77, a chief of the Oneida.  Unfortunately, he drank a bit too much, got into a scuffle and had his neck broken. Signed Complaint of Indians to Bishop Hobart (1821).",Birth date is approximate,https://nativeheritageproject.com/2012/07/01/oneida-interviews-by-lyman-draper/,,,
,mdoxs2,,Doxstader,Mary,,Mary Doxstader,Mary Dockstater;Mary Peters;Mary Dockstady,,,,,f,stockbridge,"Stockbridge indian teacher, instructed Stockbridge tribe in spinning. Mentioned in NYYM reports",,,,,
,mdoxs1,,Doxstader,Moses,,Moses Doxstader,,1813,1891,,,m,sxntns,"May be the son of Peter Doxstater, born in 1813 Oneida Castle, NY, died in 1891 in Wisconsin. Signed Remonstrance of Chiefs (1837).",,http://www.genealogy.com/forum/surnames/topics/dockstader/80/,,,
,pdoxs1,,Doxstader,Polly,,Polly Doxstader,,1785,1882,,,f,delaware,May be the wife of George Doxstader who was born in New Jersey in 1785. Died in Wisconsin in 1882. Mentioned in accounts of NYYM (1821),,http://www.genealogy.com/forum/surnames/topics/dockstader/80/,,,
,doxst1,,Doxstader,,,Ty-at-hada,Dochstader;Doxstader,,,,,m,sxntns;seneca,Six Nations chief. Signed Remonstrance of Chiefs (1837). Not the same as Jacob Doxstader.,,1826 treaty,,,
,wdoyl1,,Doyle,William,,William Doyle,,,,,,m,brit,Captain in 24th British regiment in Detroit,,,,,
,cdrak1,,Drake,John,,Captain John Drake,,,,,,m,review,"Former Guinea trader, navigator on Great Lakes, worked in Northwest fur trade. Formerly worked in African slave trade but abjured practice",,,,,
,jdrak1,,Drake,Joseph,,Joseph Drake,,,,,,m,review,"Owned public house near Chester, mentioned by James Cooper 1796.",,,,,
,ddrin1,,Drinker,Daniel,,Daniel Drinker,,1735,1815,,burli,m,friends;pym,"Philadelphia shopkeeper. Brother of Henry Drinker. Married Elizabeth Hart ot Philadelphia meeting in 1760 and Hannah White in 1796. Signed letter from PYM to Six Nations (1794). Died in Burlington, NJ.",,Drinker,,,
,hdrin1,,Drinker,Henry,,Henry Drinker,,1734,1809,phila,,m,friends;meetphila;pym;pymind,"Son of Henry and Mary Gottier Drinker. Merchant, concerned in iron business. Married Ann Swett in 1757 and Elizabeth Sandwich at Philadelphia meeting in 1761. Involved in PYM in many capacities: Indian Committee, Treasurer (1807), etc. Was an active promoter of Westtown School. On Board of Overseers of Public School of Philadelphia (1763), Comissioner to pave and clean streets of Philadelphia (1765), on Common Council (1789), President of Abolition Society, Director of Pennsylvania Hospital, Member of Philosophical Society. Visited in Germantown",,Drinker;DQB,,"3, 155, 242",
,jdrin1,,Drinker,John,,John Drinker,,1733,1800,,,m,friends;pymind;pym,"Member of Indian Committee of PYM. Brother of Henry Drinker. Hatter, shopkeeper, merchant. Clerk of PYM 1782-86. Married Rachel Reynear at Philadelphia meeting in 1756.",,Drinker,,"39, 42, 64",
,gduck1,,Duckwell,George,,Geroge Duckwell,,,,,,m,oneida,Met with Jacob Lindley and John Elliott (1793).,,,,,
,pdudl1,,Dudley,Paul,,Paul Dudley,,,,,,m,review,Lived near Frenchman's Bay in Maine. Conveyed Joshua Evans (1796).,,,,,
,cduel1,,Duel,Cornelius,,Cornelius Deuel,Cornelius Deul;Cornelius Deull;Cornelius Duell,,,,,m,friends;eastmeet;nymindian,Cornelius Deuel was recieved on request at Easton in 1787. Appointed to NYYM committee concerning use of spirits by Indians (1796),,Hazard,,,
,dunn1,,Dunn,,,Dunn,,,,,,u,review,"Lived in Bath, New York in 1794, where David Bacon lodged for a night.",,,,,
,tdutt1,,Dutton,Thomas,,Thomas Dutton,,1769,,,,m,friends,"Originally operated a tannery in Rockdale, NY. He moved to Quaker mission at Tunessassa in 1808, where he worked as a manager for four years, and then for four years more as the director of the Delaware County Poorhouse. ",,Rockdale: The Growth of an American Village in the Early Industrial Revolution,,,
,tdwig1,,Dwight,Theodore,,Theodore Dwight,,1764,1846,,,m,review,"Junor and friend of Thomas Eddy, associated with printing and distribution of pamplets. ",,https://en.wikipedia.org/wiki/Theodore_Dwight_(elder),,,
,pdyon1,,Dyongevet,Peter,,Peter Dyongevet,Peter Dyongivet,,,,,m,tuscarora,"Chief, signed 1796 letter to Great Sachem and Chiefs. ",,,,,
,aeame1,,Eames,Abigail,,Abigail Eams,,,,,,f,review,"Lived in New York, close friend of Dorothea Ripley.",,,,,
,cearl1,,Earle,Charles,,Charles Earle,,,,,,m,brit,Ct. Lt. in 24th British regiment in Detroit,,,mentioned by WH 1793,,
,ceddy1,,Eddy,Charles,,Charles Eddy,,,,,,m,friends,"Brother of Thomas Eddy; arrested by Executive Coucil of Pennsylvania and banished to Winchester (1777). Removed to NY, then returned to England; married and carried out business in London, shipped goods to America",,,,,
,geddy1,,Eddy,George,,George Eddy,,,1810,,phila,m,friends,"Brother of Thomas Eddy. Lived in Philadelphia and married Esther Lewis at Pine Street meeting in 1784. In business with brother Thomas Eddy. Disowned in 1793 for ""dealing in certificates issued to defray expense of the late war."" Died in Philadelphia in 1810, aged 47.",,,,,
,heddy1,,Eddy,Hannah,,Hannah Eddy,Hannah Hartshorne,,1832,,,f,friends,Sister of Lawrence Hartshorne. Married Thomas Eddy in 1782). Died of cholera in 1832,,,,,
,jeddy2,,Eddy,James,,James Eddy,,1712,1769,,,m,friends,"Father of Thomas Eddy. Born in Belfast. Apprenticed to William Sinclair and became a merchant in Dublin. Married Mary Darragh in Dublin in 1724. Became member of Friends. Sailed to America in 1753, settled in Philadelphia. Worked in merchantile business until his death in 1769.",,,,,
,jeddy1,,Eddy,John Hartshorne,,John Hartshorne Eddy,,,1817,,,m,friends,"Son of Thomas Eddy; lost hearing from scarlet fever at age 12; zoologist, mineralogist, and botanist; deaf-mute; studied at Columbia College (1809); worked as practical botanist.",,,,,
,teddy1,,Eddy,Thomas,,Thomas Eddy,,1758,1827,phila,nycit,m,friends;nym,"Philanthropist, prison reformer. Son of James and Mary Eddy of Philadelphia. Married Hannah Hartshorne in New York in 1781 and transferred his membership to New York Monthly Meeting in 1791. Active in NYYM. Insurance broker in New York, also worked in Commission business. In 1822, wrote a letter to John Warder of Philadelphia concerning the unsound doctrine of Elias Hicks. Called the ""American Howard"" for his philanthropy: promoted the Erie Canal (1817), secured the establishment of a state prison, was governor of Bloomingdale Asylum for 28 years, worked for the welfare of Indians in NY and New England. Died in New York in 1827, aged 69.",,DQB,,"19, 58,63, etc",
,jedie1,,Edie,John,,John Edie,,,,,,m,review,"Grandfather to Thomas Eddy; lived in Belfast, probably from Aberdeen, Scotland.",,,,,
,selai1,,Elain,Samuel,,Samuel Elain,,,,,,m,brit,From Newport; boarded with William Backhouse at the same time as Thomas Eddy.,,,,,
,delde1,,Elder,David,,David Elder,,,,,,m,review,Owned tavern near Stoney Creek in Ontario. Lodged Rachel Cooper 1805.,,,,,
,jelki1,,Elkinton,Joseph,,Joseph Elkinton,Joseph Elkington,1794,1868,salem,phila,m,friends,"Son of Asa Elkinton, born in Salem County, NJ, in 1794. Travelled to Tunesassa in 1816 as a teacher, learned the Seneca language. Married Mary Nutt in 1829. Returned to Philadelphia by 1834 and established a manufactory for soap and candles. Died in 1868.",,Family Footprints (IV) by David Cope Elkinton (1992); DQB,,,
,aelli2,,Ellicott,Andrew,,Andrew Ellicott,,1734,1809,,,m,friends;bymindian,"Andrew Ellicott, the son of Andrew and Ann Bye Ellicott, was born in Bucks County, Pennesylvania in 1734; he married Elizabeth Brown in 1755 and Esther Brown in 1767. Moved to Maryland in 1797. Indian Committee of BYM",,Fox Ellicott Evans American Family History by C.W. Evans et.al (1976),,,
,belli1,,Ellicott,Benjamin,,Benjamin Ellicott,,1765,1827,,,m,friends;meetfarmi;meetbalt; hollco;usag,"Born in 1765, the son of Joseph and Judith Ellicott of Bucks County, Pennsylvania, and later of Ellicotts Mills in Maryland. Moved to Batavia, New York, about 1800. Benjamin Elicott was received with Joseph Ellicott at Farmington Monthly Meeting from Baltimore Monthly Meeting in 1814; it was noted in the certificate that he had some years previously removed to Batavia. Employed by the Holland Land Company. Elected to Congress. Never married and died in 1827.",,Fox Ellicott Evans American Family History by C.W. Evans et.al (1976),,,
,eelli1,,Ellicott,Elias,,Elias Ellicott,,1759,1827,,,m,friends;bymindian,"Born in 1759, son of Andrew and Elizabeth Brown Ellicott. Married Mary Thomas in 1786. Indian Committee of BYM, Treasurer of Committee from 1795-1827. Signed letter to Delawares (1796), Miami tribe (1804), White Loon (1808), conference proceedings (1802), memorial to Congress (1802). Died in 1827.",,Fox Ellicott Evans American Family History by C.W. Evans et.al (1976),,,
,gelli1,,Ellicott,George,,George Ellicott,,1760,1832,,,m,friends;bymindian,"The son of Andrew and Elizabeth Brown Ellicott, George Ellicott was born in 1760 in Bucks County, Pennsylvania. He married Elizabeth Brooke in 1790. Indian Committee of BYM; visited Monongahela in 1799, cooperated with Joel Wright and Reese Cadawaller; visited Miamis & Potawatomies with Hopkins. He died in 1832.",,Fox Ellicott Evans American Family History by C.W. Evans et.al (1976),,,
,jelli3,,Ellicott,James,,James Ellicott,,1772,1820,,,m,friends;bymindian,Son of Andrew and Esther Brown Ellicott. Married Henrietta Thomas. Indian Committee of BYM. Died in 1820.,,Fox Ellicott Evans American Family History by C.W. Evans et.al (1976),,,
,jelli4,,Ellicott,John,,John Ellicott,,1780,1813,,,m,friends;bymindian,Son of Andrew and Esther Brown Ellicott. Married Mary Mitchell. Indian Committee of BYM. Died in 1813.,,Fox Ellicott Evans American Family History by C.W. Evans et.al (1976),,,
,jelli5,,Ellicott,Jonathan,,Jonathan Ellicott,,1756,1826,,,m,friends;bymindian,"Son of Andrew and Elizabeth Brown Ellicott, born in Bucks County in 1756. Ellicott. Moved to Maryland. Married Sarah Harvey. Indian Committee of BYM. Died in 1826.",,Fox Ellicott Evans American Family History by C.W. Evans et.al (1976),,,
,jelic1,,Ellicott,Joseph,,Joseph Ellicott,Joseph Elicot,1760,1826,,,m,friends;hollco;meetfarmi;meetbalt,"Born in 1760, the son of Joseph and Judith Ellicott of Bucks County, Pennsylvania, and later of Ellicotts Mills in Maryland. Moved to Batavia, New York, about 1800. Joseph Elicott was received with Benjamin Ellicott at Farmington Monthly Meeting from Baltimore Monthly Meeting in 1814; it was noted in the certificate that he had some years previously removed to Batavia. Lived near Buffalo Creek. Employed by the Holland Land Company. Never married and died in 1826.",,Fox Ellicott Evans American Family History by C.W. Evans et.al (1976),,,
,telli1,,Ellicott,Thomas,,Thomas Ellicott,,1777,1859,,,m,friends;meetngard,"Born in Bucks County in 1777, son of Andrew and Esther Brown Ellicott. Married Mary Miller in 1806 at New Garden. Moved to Maryland. Miller and President of the Union Bank in Maryland. With Phillip Thomas involved in the organization of the Baltimore and Ohio Railroad. Moved to Chester County, Pennsylvania, in 1834, and died there in 1859.",,Fox Ellicott Evans American Family History by C.W. Evans et.al (1976),,,
,celli1,,Elliott,,,Captain Elliott,,,,,,m,brit,"Deputy Indian agent/Indian commissioner under Col. McKee, British Superintendent of Indian Affairs; interacted extensively with Miami tribes.",,,,,
,jelli1,,Elliott,John,,John Elliott,,,,,,m,friends;pym;pymind,"Member of Philadelphia Monthly Meeting. Indian Committee of PYM, accompanied Jacob Lindley and Joseph Moore in 1793 travels; originally from Leicester, moved to America with parents at an early age; advocated on behalf of slaves",,,,"3, 155, 242, etc",
,melli1,,Elliott,Matthew,,Mathew Elliott,,,,,,m,review,Captain; lived in Detroit; Deputy Superintendant of Indian Affairs. Mentioned by William Hartshorne in 1793.,,,,,
,belli2,,Ellis,Brazillia,,Barzilla Ellis,Barzillai Ellis,1781,,,,m,friends;meetchesf;meetroche,"Barzilla Ellis, son of John and Elizabeth Fowler Ellis, was born in Chesterfield in 1781. He marrried Mary Wright in 1807. The family transferrred its membership to Rochester Monthly Meeting from Chesterfield in 1828. Uncle of Sarah Emlen, lived in Stony Brook.",,Hazard,,,
